Year,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR
2019-2020,Frederic Guilbert,fr FRA,DFMF,Aston Villa,24,1994,25,22,2041,22.7,0,2,0,0,7,0,0.3,0.3,1.5,56,81,96
2019-2020,İlkay Gündoğan,de GER,MF,Manchester City,28,1990,31,21,2020,22.4,2,1,1,2,7,0,4,2.4,2.1,39,202,56
2019-2020,Angus Gunn,sct SCO,GK,Southampton,23,1996,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Sébastien Haller,ci CIV,FW,West Ham,25,1994,32,24,2266,25.2,7,1,0,0,1,0,8,8,2.5,17,59,140
2019-2020,Grant Hanley,sct SCO,DF,Norwich City,27,1991,15,14,1262,14,0,0,0,0,4,0,0.6,0.6,0,0,17,0
2019-2020,Kortney Hause,eng ENG,DF,Aston Villa,24,1995,18,17,1545,17.2,1,0,0,0,3,0,2.5,2.5,0.5,8,46,4
2019-2020,Isaac Hayden,eng ENG,MF,Newcastle Utd,24,1995,29,26,2223,24.7,1,2,0,0,4,1,1.2,1.2,2.3,24,52,30
2019-2020,Tom Heaton,eng ENG,GK,Aston Villa,33,1986,20,20,1794,19.9,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Dean Henderson,eng ENG,GK,Sheffield Utd,22,1997,36,36,3240,36,0,0,0,0,2,0,0.1,0.1,0,0,0,0
2019-2020,Jordan Henderson,eng ENG,MF,Liverpool,29,1990,30,26,2238,24.9,4,5,0,0,2,0,1.1,1.1,3.1,51,197,77
2019-2020,Jeff Hendrick,ie IRL,MF,Burnley,27,1992,24,22,1931,21.5,2,2,0,0,8,0,1.7,1.7,1.6,24,40,61
2019-2020,Wayne Hennessey,wls WAL,GK,Crystal Palace,32,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Javier Hernández,mx MEX,FW,West Ham,31,1988,2,1,107,1.2,1,0,0,0,0,0,1,1,0,0,3,4
2019-2020,Onel Hernández,cu CUB,FWMF,Norwich City,26,1993,26,14,1384,15.4,1,2,0,0,0,0,2.2,2.2,0.9,72,22,124
2019-2020,Son Heung-min,kr KOR,FW,Tottenham,27,1992,30,28,2476,27.5,11,10,0,1,0,2,8.9,8,6.4,90,71,215
2019-2020,George Hirst,eng ENG,MFDF,Leicester City,20,1999,2,0,11,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,1
2019-2020,Rob Holding,eng ENG,DF,Arsenal,23,1995,8,6,581,6.5,0,0,0,0,1,0,0.2,0.2,0,3,16,1
2019-2020,José Holebas,gr GRE,DF,Watford,35,1984,14,11,1025,11.4,0,0,0,0,5,0,0.3,0.3,0.7,23,51,27
2019-2020,Mason Holgate,eng ENG,DF,Everton,22,1996,27,24,2054,22.8,0,3,0,0,5,0,1.7,1.7,0.7,18,58,4
2019-2020,Nathan Holland,eng ENG,MF,West Ham,21,1998,2,0,33,0.4,0,0,0,0,0,0,0,0,0,1,1,6
2019-2020,Conor Hourihane,ie IRL,MF,Aston Villa,28,1991,27,18,1534,17,3,5,0,0,4,0,1.7,1.7,6,9,75,57
2019-2020,Callum Hudson-Odoi,eng ENG,FWMF,Chelsea,18,2000,22,7,863,9.6,1,5,0,0,1,0,1.9,1.9,2,63,43,116
2019-2020,Will Hughes,eng ENG,MF,Watford,24,1995,30,27,2252,25,1,1,0,0,9,0,2.3,2.3,2.1,40,87,60
2019-2020,Pierre Højbjerg,dk DEN,MF,Southampton,23,1995,33,30,2752,30.6,0,1,0,0,5,0,3.2,3.2,1.8,33,219,55
2019-2020,Jordon Ibe,eng ENG,DF,Bournemouth,23,1995,2,0,50,0.6,0,0,0,0,0,0,0,0,0,4,2,4
2019-2020,Adam Idah,ie IRL,FWMF,Norwich City,18,2001,12,1,228,2.5,0,0,0,0,0,0,1,1,0,5,2,11
2019-2020,Odion Ighalo,ng NGA,FW,Manchester Utd,30,1989,11,0,101,1.1,0,0,0,0,0,0,1.9,1.9,0.1,2,2,13
2019-2020,Kelechi Iheanacho,ng NGA,FW,Leicester City,22,1996,20,12,960,10.7,5,3,0,0,1,0,6,6,2.6,22,29,88
2019-2020,Danny Ings,eng ENG,FW,Southampton,27,1992,38,32,2804,31.2,22,2,1,2,3,0,16.2,14.7,2.7,50,75,194
2019-2020,Alex Iwobi,ng NGA,MFFW,Everton,23,1996,25,19,1596,17.7,1,0,0,0,0,0,2.5,2.5,1.9,60,106,84
2019-2020,Phil Jagielka,eng ENG,DF,Sheffield Utd,36,1982,6,2,244,2.7,0,0,0,0,0,0,0,0,0,0,4,0
2019-2020,Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,25,1993,10,3,311,3.5,2,0,0,0,0,0,0.6,0.6,0.6,8,12,51
2019-2020,Daniel James,wls WAL,FW,Manchester Utd,21,1997,33,26,2287,25.4,3,6,0,0,4,0,3.1,3.1,3.9,140,60,263
2019-2020,Matty James,eng ENG,MF,Leicester City,28,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,1,0
2019-2020,Reece James,eng ENG,DF,Chelsea,19,1999,24,16,1515,16.8,0,2,0,0,1,0,0.8,0.8,2.7,43,98,115
2019-2020,Daryl Janmaat,nl NED,DF,Watford,30,1989,8,7,607,6.7,0,1,0,0,1,0,0.3,0.3,0.5,15,29,30
2019-2020,Gabriel Jesus,br BRA,FW,Manchester City,22,1997,34,21,2030,22.6,14,7,0,1,3,0,18.2,17.4,3.2,55,37,203
2019-2020,Raúl Jiménez,mx MEX,FW,Wolves,28,1991,38,37,3236,36,17,6,4,4,3,0,16.6,13.4,7,89,102,223
2019-2020,João Pedro,br BRA,FWMF,Watford,17,2001,3,0,25,0.3,0,0,0,0,0,0,0,0,0,2,1,3
2019-2020,Joelinton,br BRA,FW,Newcastle Utd,22,1996,38,32,2683,29.8,2,2,0,0,7,0,5.5,5.5,2.9,47,56,133
2019-2020,Ben Johnson,eng ENG,DF,West Ham,19,2000,3,3,270,3,0,0,0,0,0,0,0,0,0.1,7,19,8
2019-2020,Curtis Jones,eng ENG,MF,Liverpool,18,2001,6,1,126,1.4,1,0,0,0,0,0,0.4,0.4,0,4,9,7
2019-2020,Phil Jones,eng ENG,DF,Manchester Utd,27,1992,2,2,135,1.5,0,0,0,0,0,0,0.1,0.1,0,2,7,1
2019-2020,Bruno Jordão,pt POR,FW,Wolves,20,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0,1,0
2019-2020,Jorginho,it ITA,MF,Chelsea,27,1991,31,27,2379,26.4,4,2,3,3,10,0,3.2,0.9,2.8,24,218,29
2019-2020,Jota,es ESP,FWMF,Aston Villa,28,1991,10,4,335,3.7,0,1,0,0,0,0,0.3,0.3,0.6,10,14,23
2019-2020,Diogo Jota,pt POR,FW,Wolves,22,1996,34,27,2284,25.4,7,1,0,0,4,0,11.5,11.5,2.7,131,68,200
2019-2020,James Justin,eng ENG,DFMF,Leicester City,21,1998,13,11,1012,11.2,0,1,0,0,1,0,0.3,0.3,1,30,56,59
2019-2020,Christian Kabasele,be BEL,DF,Watford,28,1991,27,26,2250,25,0,2,0,0,3,2,0.9,0.9,0.9,1,36,0
2019-2020,Harry Kane,eng ENG,FW,Tottenham,26,1993,29,29,2587,28.7,18,2,2,2,4,0,12.5,10.9,3.3,46,76,174
2019-2020,N'Golo Kanté,fr FRA,MF,Chelsea,28,1991,22,20,1732,19.2,3,0,0,0,4,0,1.4,1.4,1.5,41,132,63
2019-2020,Moise Kean,it ITA,FW,Everton,19,2000,29,6,852,9.5,2,2,0,0,1,0,4,4,2,26,12,60
2019-2020,Michael Keane,eng ENG,DF,Everton,26,1993,31,28,2559,28.4,2,0,0,0,3,0,1.9,1.9,0.7,9,84,3
2019-2020,Naby Keïta,gn GUI,MF,Liverpool,24,1995,18,9,815,9.1,2,3,0,0,1,0,1.6,1.6,2.7,35,69,36
2019-2020,Lloyd Kelly,eng ENG,DF,Bournemouth,20,1998,8,7,639,7.1,0,0,0,0,2,0,0,0,0.3,6,9,9
2019-2020,Martin Kelly,eng ENG,DF,Crystal Palace,29,1990,19,17,1549,17.2,0,1,0,0,0,0,0.1,0.1,0.8,6,35,14
2019-2020,Max Kilman,eng ENG,DF,Wolves,22,1997,3,2,185,2.1,0,0,0,0,0,0,0,0,0,0,10,0
2019-2020,Joshua King,no NOR,FWMF,Bournemouth,27,1992,26,24,2011,22.3,6,4,3,3,0,0,6.5,4.1,4.1,60,46,151
2019-2020,Timm Klose,ch SUI,DF,Norwich City,31,1988,7,7,585,6.5,0,0,0,0,0,0,0.2,0.2,0,4,17,1
2019-2020,Jonathan Kodjia,ci CIV,FW,Aston Villa,29,1989,6,0,117,1.3,0,0,0,0,1,0,0.1,0.1,0.1,4,1,10
2019-2020,Sead Kolašinac,ba BIH,DF,Arsenal,26,1993,26,19,1701,18.9,0,2,0,0,4,0,0.4,0.4,1.3,36,74,88
2019-2020,Ezri Konsa,eng ENG,DF,Aston Villa,21,1997,25,24,2039,22.7,1,2,0,0,3,0,1.5,1.5,1,8,53,13
2019-2020,Cheikhou Kouyaté,sn SEN,MFDF,Crystal Palace,29,1989,35,29,2528,28.1,1,1,0,0,4,0,2.7,2.7,0.9,12,64,55
2019-2020,Mateo Kovačić,hr CRO,MF,Chelsea,25,1994,31,23,2073,23,1,3,0,0,8,0,0.9,0.9,1.8,72,215,31
2019-2020,Emil Krafth,se SWE,DF,Newcastle Utd,24,1994,17,11,1020,11.3,0,1,0,0,0,0,0.3,0.3,0.6,11,19,20
2019-2020,Tim Krul,nl NED,GK,Norwich City,31,1988,36,36,3240,36,0,0,0,0,4,0,0,0,0,0,1,0
2019-2020,Alexandre Lacazette,fr FRA,FW,Arsenal,28,1991,30,22,1874,20.8,10,4,0,0,8,0,8.1,8.1,2.9,21,49,137
2019-2020,Adam Lallana,eng ENG,MFFW,Liverpool,31,1988,15,3,382,4.2,1,1,0,0,1,0,0.8,0.8,0.6,9,23,17
2019-2020,Érik Lamela,ar ARG,MFFW,Tottenham,27,1992,25,12,1215,13.5,2,1,0,0,3,0,2.9,2.9,1.1,51,45,84
2019-2020,Tariq Lamptey,gh GHA,DF,Chelsea,18,2000,1,0,32,0.4,0,0,0,0,0,0,0,0,0.1,1,2,1
2019-2020,Tariq Lamptey,gh GHA,DF,Brighton,18,2000,8,7,588,6.5,0,1,0,0,2,0,0.1,0.1,1,17,15,32
2019-2020,Henri Lansbury,eng ENG,MF,Aston Villa,28,1990,10,2,195,2.2,0,0,0,0,0,0,0.1,0.1,0.1,0,7,2
2019-2020,Manuel Lanzini,ar ARG,MFFW,West Ham,26,1993,24,14,1379,15.3,0,2,0,0,1,0,2.2,2.2,2.2,46,77,59
2019-2020,Aymeric Laporte,es ESP,DF,Manchester City,25,1994,15,14,1097,12.2,1,0,0,0,1,0,0.5,0.5,0.1,23,112,3
2019-2020,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,24,24,2076,23.1,1,0,0,0,5,0,0.5,0.5,0.2,3,21,1
2019-2020,Valentino Lazaro,at AUT,DFMF,Newcastle Utd,23,1996,13,4,480,5.3,1,0,0,0,0,1,0.4,0.4,0.2,7,7,14
2019-2020,Moritz Leitner,de GER,MF,Norwich City,26,1992,9,7,685,7.6,0,0,0,0,1,0,0.3,0.3,0.3,17,62,23
2019-2020,Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,6,4,442,4.9,2,0,0,0,0,0,1.2,1.2,0,1,7,0
2019-2020,Aaron Lennon,eng ENG,MF,Burnley,32,1987,16,4,496,5.5,0,0,0,0,4,0,0,0,0.1,11,7,18
2019-2020,Bernd Leno,de GER,GK,Arsenal,27,1992,30,30,2649,29.4,0,0,0,0,2,0,0,0,0,0,0,0
2019-2020,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,33,31,2703,30,1,2,0,0,13,1,1.2,1.2,1.4,16,137,13
2019-2020,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,28,25,2304,25.6,1,0,0,0,4,0,0.4,0.4,1,100,74,106
2019-2020,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,35,35,3092,34.4,1,0,0,0,6,0,0.3,0.3,0.3,16,111,3
2019-2020,Jesse Lingard,eng ENG,MFFW,Manchester Utd,26,1992,22,9,935,10.4,1,0,0,0,3,0,1.9,1.9,1,28,45,73
2019-2020,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21,21,1807,20.1,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Giovani Lo Celso,ar ARG,MFFW,Tottenham,23,1996,28,15,1492,16.6,0,2,0,0,6,0,1.3,1.3,1.6,62,112,50
2019-2020,Jürgen Locadia,nl NED,FWMF,Brighton,25,1993,2,1,86,1,0,0,0,0,0,0,0.3,0.3,0,1,0,6
2019-2020,Ruben Loftus-Cheek,eng ENG,MFFW,Chelsea,23,1996,7,2,208,2.3,0,1,0,0,0,0,0.5,0.5,0.4,4,15,11
2019-2020,Kevin Long,ie IRL,DF,Burnley,28,1990,8,6,564,6.3,0,0,0,0,0,0,0.2,0.2,0,0,8,0
2019-2020,Shane Long,ie IRL,FW,Southampton,32,1987,26,15,1395,15.5,2,2,0,0,0,0,4.8,4.8,2.4,23,20,105
2019-2020,Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,9,6,575,6.4,2,0,0,0,1,0,0.3,0.3,0.4,4,17,2
2019-2020,Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,23,14,1378,15.3,1,1,0,0,2,1,1.4,1.4,1.2,8,33,12
2019-2020,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,10,9,777,8.6,0,1,0,0,1,0,0.4,0.4,0.3,8,46,3
2019-2020,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17,17,1530,17,0,1,0,0,2,0,0,0,1.2,17,64,42
2019-2020,David Luiz,br BRA,DF,Arsenal,32,1987,33,32,2809,31.2,2,1,0,0,5,2,1.6,1.6,0.9,21,106,4
2019-2020,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,36,28,2612,29,3,2,0,0,8,0,2.6,2.6,1.7,35,143,46
2019-2020,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,34,26,2458,27.3,5,3,0,0,5,0,5.3,5.3,3.4,36,122,111
2019-2020,Alexis Mac Allister,ar ARG,MFFW,Brighton,20,1998,9,4,352,3.9,0,0,0,0,0,0,0.5,0.5,0.3,2,6,13
2019-2020,James Maddison,eng ENG,MF,Leicester City,22,1996,31,29,2624,29.2,6,3,0,0,4,0,5.3,5.3,6.4,53,192,138
2019-2020,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38,38,3420,38,1,1,0,0,6,0,2.1,2.1,1.4,69,171,10
2019-2020,Riyad Mahrez,dz ALG,FWMF,Manchester City,28,1991,33,21,1944,21.6,11,9,1,1,0,0,7.8,7,10,118,120,246
2019-2020,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,20,15,1386,15.4,0,2,0,0,6,1,0.4,0.4,1.5,38,61,34
2019-2020,Sadio Mané,sn SEN,FW,Liverpool,27,1992,35,31,2747,30.5,18,7,0,0,3,0,13.2,13.2,6.6,159,128,286
2019-2020,Javier Manquillo,es ESP,DF,Newcastle Utd,25,1994,21,18,1599,17.8,0,1,0,0,5,0,0,0,0.2,22,28,49
2019-2020,Solly March,eng ENG,FWMF,Brighton,25,1994,19,11,1143,12.7,0,1,0,0,2,0,1.4,1.4,0.9,50,55,112
2019-2020,Pablo Marí,es ESP,DF,Arsenal,25,1993,2,2,113,1.3,0,0,0,0,0,0,0,0,0,0,5,0
2019-2020,Adrian Mariappa,jm JAM,DF,Watford,32,1986,20,15,1513,16.8,0,0,0,0,6,1,0.2,0.2,0.2,2,38,9
2019-2020,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,32,31,2624,29.2,17,6,0,1,1,0,12.1,11.3,4.4,76,82,275
2019-2020,David Martin,eng ENG,GK,West Ham,33,1986,5,4,436,4.8,0,0,0,0,1,0,0,0,0,0,0,0
2019-2020,Josh Martin,eng ENG,FWMF,Norwich City,17,2001,5,0,37,0.4,0,0,0,0,0,0,0.1,0.1,0,1,0,3
2019-2020,Martinelli,br BRA,FW,Arsenal,18,2001,14,6,663,7.4,3,0,0,0,1,0,2.2,2.2,0.1,31,12,65
2019-2020,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,9,8,771,8.6,0,0,0,0,2,0,0,0,0,0,0,0
2019-2020,Adam Masina,ma MAR,DF,Watford,25,1994,26,20,1821,20.2,1,0,0,0,3,0,0.9,0.9,0.6,18,73,32
2019-2020,Arthur Masuaku,cd COD,DF,West Ham,25,1993,17,10,937,10.4,0,1,0,0,6,1,0.1,0.1,1.2,41,40,37
2019-2020,Juan Mata,es ESP,MFFW,Manchester Utd,31,1988,19,8,758,8.4,0,2,0,0,1,0,1.1,1.1,2.1,17,64,65
2019-2020,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,21,18,1581,17.6,0,2,0,0,3,0,0.2,0.2,0.7,39,121,8
2019-2020,Joël Matip,cm CMR,DF,Liverpool,27,1991,9,8,703,7.8,1,0,0,0,0,0,0.3,0.3,0,6,36,2
2019-2020,Neal Maupay,fr FRA,FW,Brighton,22,1996,37,30,2766,30.7,10,3,1,2,3,0,13.4,11.8,2.1,63,66,255
2019-2020,James McArthur,sct SCO,MF,Crystal Palace,31,1987,37,37,3090,34.3,0,3,0,0,6,0,2,2,2.4,54,174,123
2019-2020,Oliver McBurnie,sct SCO,FW,Sheffield Utd,23,1996,36,24,2113,23.5,6,0,0,0,4,0,7.7,7.7,1.1,26,58,109
2019-2020,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28,28,2520,28,0,0,0,0,0,0,0,0,0,0,1,0
2019-2020,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,33,16,1680,18.7,0,0,0,0,9,0,0.5,0.5,1.3,8,55,23
2019-2020,John McGinn,sct SCO,MF,Aston Villa,24,1994,28,27,2312,25.7,3,3,0,0,3,0,3.9,3.9,2.5,38,113,84
2019-2020,David McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,28,22,1815,20.2,2,2,0,0,2,0,8,8,2.3,29,43,129
2019-2020,Michael McGovern,nir NIR,GK,Norwich City,35,1984,2,1,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Kenny McLean,sct SCO,MF,Norwich City,27,1992,37,32,2968,33,1,1,0,0,5,0,1.4,1.4,2.6,46,173,73
2019-2020,Dwight McNeil,eng ENG,MF,Burnley,19,1999,38,38,3338,37.1,2,6,0,0,5,0,2.3,2.3,7.7,146,97,109
2019-2020,Scott McTominay,sct SCO,MF,Manchester Utd,22,1996,27,20,1772,19.7,4,1,0,0,2,0,2.2,2.2,1,25,95,27
2019-2020,Ben Mee,eng ENG,DF,Burnley,29,1989,32,32,2880,32,1,1,0,0,7,0,1.7,1.7,1.6,5,56,5
2019-2020,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,19,18,1492,16.6,0,2,0,0,3,0,0.4,0.4,1.4,60,87,176
2019-2020,Nampalys Mendy,sn SEN,MF,Leicester City,27,1992,7,4,291,3.2,0,0,0,0,0,0,0,0,0.1,1,13,6
2019-2020,Chris Mepham,wls WAL,DF,Bournemouth,21,1997,12,10,912,10.1,1,0,0,0,1,0,0.9,0.9,0.1,4,28,3
2019-2020,Max Meyer,de GER,MFFW,Crystal Palace,23,1995,17,6,655,7.3,0,0,0,0,1,0,0.5,0.5,0.2,9,16,32
2019-2020,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,31,28,2513,27.9,3,1,2,2,12,0,2.7,1.2,2.1,7,127,11
2019-2020,James Milner,eng ENG,MFDF,Liverpool,33,1986,22,9,937,10.4,2,2,2,2,4,0,2.2,0.6,0.7,18,71,42
2019-2020,Yerry Mina,co COL,DF,Everton,24,1994,29,25,2284,25.4,2,1,0,0,3,0,3.4,3.4,1.4,11,83,4
2019-2020,Takumi Minamino,jp JPN,FWMF,Liverpool,24,1995,10,2,249,2.8,0,0,0,0,0,0,0.8,0.8,0,8,4,22
2019-2020,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,33,33,2902,32.2,2,2,0,0,7,0,0.8,0.8,0.7,12,60,11
2019-2020,Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,4,2,195,2.2,0,0,0,0,1,0,0,0,0.2,5,12,8
2019-2020,Henrikh Mkhitaryan,am ARM,FW,Arsenal,30,1989,3,1,112,1.2,0,0,0,0,1,0,0.3,0.3,0.3,3,8,19
2019-2020,Nacho Monreal,es ESP,DF,Arsenal,33,1986,3,3,270,3,0,0,0,0,0,0,0,0,0.3,4,12,14
2019-2020,Martín Montoya,es ESP,DFMF,Brighton,28,1991,27,23,1896,21.1,0,1,0,0,5,0,1.5,1.5,1.8,57,91,117
2019-2020,Simon Moore,eng ENG,GK,Sheffield Utd,29,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Aaron Mooy,au AUS,MFFW,Brighton,28,1990,31,25,2085,23.2,2,2,0,0,3,1,2.3,2.3,4.5,71,158,135
2019-2020,Wesley Moraes,br BRA,FW,Aston Villa,22,1996,21,21,1782,19.8,5,1,0,1,3,0,6.4,5.5,1,13,21,89
2019-2020,Wes Morgan,jm JAM,DF,Leicester City,35,1984,11,4,436,4.8,0,0,0,0,0,0,0.5,0.5,0,1,3,1
2019-2020,Ravel Morrison,jm JAM,MF,Sheffield Utd,26,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0,1,1,0
2019-2020,Mason Mount,eng ENG,MFFW,Chelsea,20,1999,37,32,2867,31.9,7,5,0,0,3,0,6.4,6.4,5.4,101,138,221
2019-2020,Lucas Moura,br BRA,FWMF,Tottenham,26,1992,35,25,2242,24.9,4,4,0,0,3,0,5.6,5.6,3.2,79,69,140
2019-2020,Lys Mousset,fr FRA,FW,Sheffield Utd,23,1996,30,11,1240,13.8,6,4,0,0,1,0,5.5,5.5,3.2,30,13,93
2019-2020,João Moutinho,pt POR,MF,Wolves,32,1986,38,34,3108,34.5,1,6,0,0,7,0,0.9,0.9,7.9,38,216,51
2019-2020,Glenn Murray,eng ENG,FW,Brighton,35,1983,23,7,797,8.9,1,1,0,0,0,0,2.4,2.4,0.7,6,15,66
2019-2020,Shkodran Mustafi,de GER,DF,Arsenal,27,1992,15,13,1207,13.4,0,1,0,0,2,0,0.9,0.9,0.4,7,61,6
2019-2020,Yoshinori Mutō,jp JPN,MFFW,Newcastle Utd,27,1992,8,2,212,2.4,0,0,0,0,0,0,0.1,0.1,0,4,5,10
2019-2020,Georges-Kévin N'Koudou,cm CMR,FW,Tottenham,24,1995,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1
2019-2020,Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,1994,29,19,1836,20.4,0,0,0,0,5,0,0.2,0.2,0.5,10,57,8
2019-2020,Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,32,29,2674,29.7,2,1,0,0,6,0,1.6,1.6,0.6,13,109,19
2019-2020,Tanguy Ndombele,fr FRA,MF,Tottenham,22,1996,21,12,1009,11.2,2,2,0,0,3,0,0.4,0.4,0.7,22,77,33
2019-2020,Reiss Nelson,eng ENG,FW,Arsenal,19,1999,17,7,631,7,1,0,0,0,1,0,0.9,0.9,0.4,30,20,58
2019-2020,Pedro Neto,pt POR,FWMF,Wolves,19,2000,29,9,939,10.4,3,3,0,0,3,0,2.2,2.2,2.6,53,23,101
2019-2020,Rúben Neves,pt POR,MF,Wolves,22,1997,38,35,3056,34,2,2,0,0,9,0,2,2,2.2,19,216,23
2019-2020,Jeremy Ngakia,eng ENG,DF,West Ham,18,2000,5,5,440,4.9,0,0,0,0,0,0,0,0,0,10,4,9
2019-2020,Oumar Niasse,sn SEN,FW,Everton,29,1990,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,2
2019-2020,Eddie Nketiah,eng ENG,FW,Arsenal,20,1999,13,7,633,7,2,0,0,0,0,1,3.1,3.1,0.6,19,16,38
2019-2020,Mark Noble,eng ENG,MF,West Ham,32,1987,33,32,2674,29.7,4,3,3,3,5,0,2.9,0.6,3.1,26,198,53
2019-2020,Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,38,37,3090,34.3,1,1,1,1,8,0,1.5,0.7,4.3,7,258,26
2019-2020,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,7,5,539,6,0,0,0,0,0,0,0,0,0,0,1,0
2019-2020,Jack O'Connell,eng ENG,DF,Sheffield Utd,25,1994,33,32,2916,32.4,0,1,0,0,4,0,1,1,3.1,12,131,59
2019-2020,Michael Obafemi,ie IRL,FW,Southampton,19,2000,21,8,665,7.4,3,2,0,0,1,0,1.8,1.8,1.1,8,7,52
2019-2020,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31,31,2786,31,2,0,0,0,4,0,1.8,1.8,0.1,5,50,5
2019-2020,Divock Origi,be BEL,FW,Liverpool,24,1995,28,7,717,8,4,1,0,0,1,0,1.8,1.8,0.8,37,12,90
2019-2020,Ben Osborn,eng ENG,MFDF,Sheffield Utd,24,1994,13,6,594,6.6,0,0,0,0,0,0,0.3,0.3,0.9,7,25,23
2019-2020,Nicolás Otamendi,ar ARG,DF,Manchester City,31,1988,24,18,1715,19.1,2,0,0,0,3,0,1.9,1.9,0.2,14,78,4
2019-2020,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,25,1993,30,17,1485,16.5,4,1,0,0,1,0,2.8,2.8,1.1,48,97,95
2019-2020,Mesut Özil,de GER,MF,Arsenal,30,1988,18,18,1438,16,1,2,0,0,1,0,1.4,1.4,2.3,48,114,136
2019-2020,Emerson Palmieri,it ITA,DF,Chelsea,24,1994,15,13,1024,11.4,0,0,0,0,3,0,1.1,1.1,1.3,39,37,87
2019-2020,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,1988,19,19,1696,18.8,2,0,0,0,6,0,1.1,1.1,0.3,5,27,5
2019-2020,Troy Parrott,ie IRL,FW,Tottenham,17,2002,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2019-2020,Rui Patrício,pt POR,GK,Wolves,31,1988,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,1
2019-2020,Pedro,es ESP,FWMF,Chelsea,32,1987,11,8,661,7.3,1,1,0,0,1,0,2,2,0.9,24,41,52
2019-2020,Nicolas Pépé,ci CIV,FW,Arsenal,24,1995,31,22,2010,22.3,5,6,1,1,4,0,4.9,4.1,4.8,98,67,191
2019-2020,Andreas Pereira,br BRA,MFFW,Manchester Utd,23,1996,25,18,1484,16.5,1,3,0,0,3,0,2.3,2.3,4,49,89,102
2019-2020,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28,28,2520,28,3,2,0,0,1,0,1.2,1.2,3.8,116,177,138
2019-2020,Roberto Pereyra,ar ARG,FWMF,Watford,28,1991,28,17,1648,18.3,3,0,1,1,4,0,3.1,2.3,1.5,50,48,102
2019-2020,Ayoze Pérez,es ESP,MFFW,Leicester City,26,1993,33,26,2004,22.3,8,4,1,1,0,0,6.5,5.7,4,47,62,159
2019-2020,Jordan Pickford,eng ENG,GK,Everton,25,1994,38,38,3420,38,0,0,0,0,2,0,0,0,0.1,0,0,0
2019-2020,Brandon Pierrick,eng ENG,MFFW,Crystal Palace,17,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.1,1,2,1
2019-2020,Erik Pieters,nl NED,DFMF,Burnley,30,1988,24,21,1878,20.9,0,4,0,0,2,0,0.5,0.5,2.5,21,50,39
